,Provider Number,FYB,FYE,STATUS,CTRL_TYPE,HOSP10_Name,Street_Addr,PO_Box,City,State,Zip_Code,County,Hospital Adult and Peds Staffed Beds,Hospital Adult and Peds Bed Days Available,Hospital Adult and Peds Inpatient Days,Intensive Care Unit Staffed Beds,Intensive Care Unit Bed Days Available,Intensive Care Unit Inpatient Days,Coronary Care Unit Staffed Beds,Coronary Care Unit Bed Days Available,Coronary Care Unit Inpatient Days,Burn ICU Staffed Beds,Burn ICU Bed Days Available,Burn ICU Inpatient Days,Surgical ICU Staffed Beds,Surgical ICU Bed Days Available,Surgical ICU Inpatient Days,Total Staffed Beds,Total Bed Days Available,Total Inpatient Days,ICU Total Staffed Beds,ICU Total Bed Days Available,ICU Total Inpatient Days,ICU Occupancy Rate,Total Bed Occupancy Rate,geometry
4515,364040,01-JUL-18,30-JUN-19,As Submitted,2,MENTAL HEALTH SRVS FOR CLARK COUNTY,474 N YELLOW SPRINGS STREET,NaN,SPRINGFIELD,OH,45504,CLARK,16.0,5840.0,4858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,4858.0,0.0,0.0,0.0,0.0,0.8318493150684931,POINT (-83.8182145 39.9308789)
4525,364051,01-JAN-18,31-DEC-18,As Submitted,4,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,NaN,WEST CHESTER,OH,45069,HAMILTON,96.0,35040.0,30290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,35040.0,30290.0,0.0,0.0,0.0,0.0,0.8644406392694064,POINT (-84.4562306 39.3434746)
4533,364059,05-APR-18,31-DEC-18,As Submitted,4,ASSURANCE  HEALTH HUDSON,6260 HUDSON CROSSING PARKWAY,NaN,HUDSON,OH,44236,NaN,23.0,6210.0,2494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,6210.0,2494.0,0.0,0.0,0.0,0.0,0.401610305958132,POINT (-81.4860722 41.2367359)
4542,370011,01-JUL-18,01-MAY-19,As Submitted,1,MERCY HOSPITAL EL RENO,2115 PARK VIEW DRIVE,129,EL RENO,OK,73036-0129,CANADIAN,48.0,14640.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,14640.0,247.0,0.0,0.0,0.0,0.0,0.016871584699453553,POINT (-97.98061240000001 35.5299558)
4557,370032,01-NOV-17,30-SEP-18,As Submitted,4,ALLIANCEHEALTH DEACONESS,5501 PORTLAND,NaN,OKLAHOMA CITY,OK,73111-2209,OKLAHOMA,186.0,62124.0,11907.0,20.0,6680.0,3315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,71142.0,17431.0,20.0,6680.0,3315.0,0.4962574850299401,0.24501700823704703,POINT (-97.5843658 35.5272336)
4576,370089,01-JUL-18,30-JUN-19,As Submitted,8,TAHLEQUAH CITY HOSPITAL,E DOWNING,1008,TAHLEQUAH,OK,74464,CHEROKEE,40.0,14600.0,8196.0,14.0,5110.0,2214.0,16.0,5840.0,3968.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,25550.0,14951.0,30.0,10950.0,6182.0,0.5645662100456621,0.5851663405088062,POINT (-94.95026879999999 35.9138938)
4592,370156,01-JUL-18,10-NOV-18,As Submitted,13,PAULS VALLEY GENERAL HOSPITAL,100 VALLEY DRIVE,NaN,PAULS VALLEY,OK,73095,GARVIN,64.0,8512.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8512.0,178.0,0.0,0.0,0.0,0.0,0.020911654135338346,POINT (-97.214735 34.71939860000001)
4598,370172,01-OCT-17,30-SEP-18,As Submitted,7,CHOCTAW NATION HEALTH CARE CENTER,ONE CHOCTAW WAY,NaN,TALIHINA,OK,74571,LE FLORE,43.0,15695.0,3230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,15695.0,3230.0,0.0,0.0,0.0,0.0,0.20579802484867793,POINT (-95.048 34.7515)
4608,370203,01-JAN-18,31-DEC-18,As Submitted,5,COMMUNITY HOSPITAL,3100 SW 89TH STREET,NaN,OKLAHOMA CITY,OK,73159,OKLAHOMA,42.0,15330.0,4765.0,3.0,1095.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,16425.0,4819.0,3.0,1095.0,54.0,0.049315068493150684,0.2933942161339422,POINT (-97.56999999999999 35.39)
4616,370218,01-JUL-18,30-JUN-19,As Submitted,2,SAINT FRANCIS HOSPITAL SOUTH,10501 EAST 91ST STREET SOUTH,NaN,TULSA,OK,74133,TULSA,88.0,31900.0,19123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,31900.0,21021.0,0.0,0.0,0.0,0.0,0.6589655172413793,POINT (-95.85720929999999 36.0333458)
4619,370225,01-JAN-18,31-DEC-18,As Submitted,4,SUMMIT MEDICAL CENTER,1800 S. RENAISSANCE BLVD,NaN,EDMOND,OK,73013-3023,NaN,9.0,3285.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3285.0,1119.0,0.0,0.0,0.0,0.0,0.3406392694063927,POINT (-97.4996261 35.6351203)
4621,370228,01-JAN-18,31-DEC-18,As Submitted,4,BAILEY MEDICAL CENTER,10502 NORTH 110TH EAST AVENUE,NaN,OWASSO,OK,74055,TULSA,67.0,24455.0,2941.0,6.0,2190.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,26645.0,3546.0,6.0,2190.0,111.0,0.050684931506849315,0.13308313004316008,POINT (-95.85290000000001 36.3050583)
4630,371300,01-JAN-18,31-DEC-18,As Submitted,8,ATOKA MEMORIAL HOSPITAL,1200 WEST LIBERTY ROAD,NaN,ATOKA,OK,74525,ATOKA,25.0,9125.0,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2736.0,0.0,0.0,0.0,0.0,0.29983561643835616,POINT (-96.1512451 34.3925018)
4633,371303,01-MAY-18,30-APR-19,As Submitted,9,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH LL MALES AVENUE,219,CHEYENNE,OK,73628,NaN,15.0,5475.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,867.0,0.0,0.0,0.0,0.0,0.15835616438356165,POINT (-99.6715086 35.6094846)
4640,371311,01-JUL-18,30-JUN-19,As Submitted,9,JEFFERSON COUNTY HOSPITAL,INTERSECTION HWY 70 & 81,NaN,WAURIKA,OK,73573-,JEFFERSON,25.0,9125.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,1021.0,0.0,0.0,0.0,0.0,0.1118904109589041,POINT (-97.9795416 34.1572807)
4646,371318,01-OCT-17,30-SEP-18,As Submitted,4,CAH #12 - FAIRFAX,HWY 18 & TAFT,NaN,FAIRFAX,OK,74637,OSAGE,15.0,5475.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,1462.0,0.0,0.0,0.0,0.0,0.26703196347031966,POINT (-96.6996956 36.6455293)
4652,371324,01-OCT-17,30-SEP-18,As Submitted,9,HARPER COUNTY COMMUNITY HOSPITAL,1003 HIGHWAY 64,NaN,BUFFALO,OK,73834-,HARPER,15.0,5475.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,904.0,0.0,0.0,0.0,0.0,0.16511415525114156,POINT (-99.6284789 36.8447839)
4659,371331,01-OCT-17,30-SEP-18,As Submitted,3,CAH ACQUISITION CO #4 - DRUMRIGHT-MS,610 W BYPASS,NaN,DRUMRIGHT,OK,64030,CREEK,15.0,5475.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,2988.0,0.0,0.0,0.0,0.0,0.5457534246575343,POINT (-96.601719 35.9902743)
4661,371333,01-OCT-17,30-SEP-18,As Submitted,13,CREEK NATION COMMUNITY HOSPITAL,309 NORTH 14TH STREET,NaN,OKEMAH,OK,74859,OKFUSKEE,25.0,9125.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,501.0,0.0,0.0,0.0,0.0,0.05490410958904109,POINT (-96.30429070000001 35.4205847)
4663,371335,01-OCT-17,30-SEP-18,As Submitted,4,CAH # 16 - HASKELL,401 NW H STREET,NaN,STIGLER,OK,74462,NaN,25.0,9125.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2336.0,0.0,0.0,0.0,0.0,0.256,POINT (-95.1289558 35.2612513)
4670,372005,01-JUN-18,31-MAY-19,As Submitted,4,LTAC HOSPITAL OF EDMOND,4300 W. MEMORIAL ROAD  2ND FLOOR,NaN,OKLAHOMA CITY,OK,73120,OKLAHOMA,18.0,10636.0,5913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10636.0,5913.0,0.0,0.0,0.0,0.0,0.5559420834900338,POINT (-97.5994803 35.606813)
4681,372022,01-JUL-18,30-JUN-19,As Submitted,6,SOLARA HOSPITAL MUSKOGEE,351 SOUTH 40TH STREET,NaN,MUSKOGEE,OK,74403,MUSKOGEE,64.0,23360.0,21527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,23360.0,21527.0,0.0,0.0,0.0,0.0,0.9215325342465753,POINT (-95.4112736 35.7517885)
4689,374000,01-JUL-18,30-JUN-19,As Submitted,10,GRIFFIN MEMORIAL HOSPITAL,900 EAST MAIN STREET,151,NORMAN,OK,73070,CLEVELAND,120.0,43800.0,42373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,43800.0,42373.0,0.0,0.0,0.0,0.0,0.9674200913242009,POINT (-97.42621370000001 35.2289654)
4690,374001,01-JUL-18,30-JUN-19,Settled,10,NORTHWEST CTR FOR BEHAVIORAL HEALTH,ONE MILE EAST HWY 270,NaN,FORT SUPPLY,OK,73841-0001,WOODWARD,24.0,8760.0,6608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8760.0,6608.0,0.0,0.0,0.0,0.0,0.754337899543379,POINT (-99.5603151 36.5734206)
4699,374024,01-SEP-18,05-JUL-19,As Submitted,4,SHADOW MOUNTAIN BEHAVIORAL HEALTH SY,6262 SOUTH SHERIDAN RD,NaN,TULSA,OK,74133,TULSA,60.0,18480.0,10208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,18480.0,10208.0,0.0,0.0,0.0,0.0,0.5523809523809524,POINT (-95.9056294 36.072781)
4704,380004,01-JAN-18,31-DEC-18,As Submitted,1,PROVIDENCE ST. VINCENT MEDICAL CTR,9205 SW BARNES RD,NaN,PORTLAND,OR,97225-,MULTNOMAH,367.0,134414.0,96165.0,20.0,7300.0,4749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,169089.0,123501.0,20.0,7300.0,4749.0,0.6505479452054794,0.7303905044089207,POINT (-122.6401608 45.5045748)
4765,384012,01-JAN-18,31-DEC-18,As Submitted,4,UBH OF OREGON LLD D/BA/CEDAR HILLS,10300 SW EASTRIDGE STREET,NaN,PORTLAND,OR,97225,MULTNOMAH,94.0,34310.0,29696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,34310.0,29696.0,0.0,0.0,0.0,0.0,0.8655202564849898,POINT (-122.71 45.46)
4771,390008,31-OCT-17,30-JUN-18,As Submitted,4,ELLWOOD CITY HOSPITAL,724 PERSHING STREET,NaN,ELLWOOD CITY,PA,16117,LAWRENCE,46.0,11178.0,1203.0,6.0,1458.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,12636.0,1464.0,6.0,1458.0,107.0,0.07338820301783265,0.11585944919278253,POINT (-80.2752168 40.8696092)
4778,390026,01-JUL-18,30-JUN-19,As Submitted,2,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVENUE,NaN,PHILADELPHIA,PA,19118-,PHILADELPHIA,114.0,41610.0,27173.0,14.0,5110.0,2622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,46720.0,29795.0,14.0,5110.0,2622.0,0.5131115459882584,0.6377354452054794,POINT (-75.2 40.07)
4795,390049,01-JUL-18,30-JUN-19,As Submitted,2,ST. LUKES HOSPITAL,801 OSTRUM STREET,NaN,BETHLEHEM,PA,18015,LEHIGH,423.0,145911.0,105579.0,14.0,4650.0,3841.0,14.0,5110.0,3502.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,166986.0,129335.0,28.0,9760.0,7343.0,0.7523565573770492,0.7745260081683495,POINT (-75.494067 40.59577)
4801,390061,01-JUL-18,28-FEB-19,Amended,4,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,NaN,LANCASTER,PA,17603,LANCASTER,126.0,30618.0,5387.0,16.0,3888.0,1391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,34506.0,6778.0,16.0,3888.0,1391.0,0.3577674897119342,0.1964296064452559,POINT (-76.3212216 40.0407465)
4816,390084,01-JUL-18,30-JUN-19,As Submitted,2,SUNBURY COMMUNITY HOSPITAL,350 N. ELEVENTH STREET,737,SUNBURY,PA,17801-,NORTHUMBERLAND,63.0,24983.0,4993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,24983.0,4993.0,0.0,0.0,0.0,0.0,0.19985590201336909,POINT (-76.7780734 40.8619383)
4825,390101,01-JUL-18,30-JUN-19,As Submitted,2,MEMORIAL HOSPITAL,325 S BELMONT STREET,15118,YORK,PA,17405,YORK,50.0,18250.0,10005.0,10.0,3650.0,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21900.0,13829.0,10.0,3650.0,2920.0,0.8,0.6314611872146119,POINT (-76.69211869999999 39.9674454)
4846,390133,01-JUL-18,30-JUN-19,As Submitted,2,LEHIGH VALLEY,2100 MACK BLVD.  4TH FLOOR  FINANCE,4000,ALLENTOWN,PA,18105-4000,LEHIGH,830.0,302074.0,198601.0,86.0,31390.0,23025.0,14.0,5110.0,3675.0,18.0,6570.0,4311.0,11.0,4015.0,2996.0,1023.0,373115.0,259731.0,129.0,47085.0,34007.0,0.7222470001061909,0.696115138764188,POINT (-75.47206799999999 40.5735548)
4886,390219,01-JUL-18,30-JUN-19,As Submitted,2,LATROBE AREA HOSPITAL,ONE MELLON WAY,NaN,LATROBE,PA,15650-,WESTMORELAND,111.0,38859.0,22440.0,11.0,4015.0,2195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,42874.0,24635.0,11.0,4015.0,2195.0,0.5466998754669987,0.5745906610066707,POINT (-79.3946856 40.32092979999999)
4903,390268,01-JUL-18,30-JUN-19,As Submitted,2,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVENUE,NaN,STATE COLLEGE,PA,16803-6797,CENTRE,248.0,90520.0,44652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,90520.0,47428.0,0.0,0.0,0.0,0.0,0.523950508174989,POINT (-77.8434482 40.8190073)
4905,390272,01-SEP-18,30-JUN-19,As Submitted,4,VALLEY FORGE MEDICAL CENTER,1033 WEST GERMANTOWN PIKE,NaN,NORRISTOWN,PA,19403-3905,MONTGOMERY,50.0,15150.0,10438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15150.0,10438.0,0.0,0.0,0.0,0.0,0.688976897689769,POINT (-75.36806900000001 40.158226)
4907,390290,12-JAN-18,31-DEC-18,As Submitted,4,HAHNEMANN UNIVERSITY HOSPITAL,BROAD & VINE,NaN,PHILADELPHIA,PA,19102,PHILADELPHIA,311.0,101596.0,71255.0,29.0,10266.0,6309.0,14.0,4711.0,2139.0,0.0,0.0,0.0,16.0,5558.0,1029.0,387.0,128149.0,87950.0,59.0,20535.0,9477.0,0.4615047479912345,0.6863104667223311,POINT (-75.1631557 39.9568609)
4908,390302,01-JAN-18,31-DEC-18,As Submitted,6,BARIATRIC CARE CTR OF PENNSYLVANIA,280 MIDDLETOWN BOULEVARD,NaN,LANGHORNE,PA,19047,BAY,23.0,8395.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8395.0,937.0,0.0,0.0,0.0,0.0,0.11161405598570577,POINT (-74.9240361 40.2026264)
4936,391309,01-JUL-18,30-JUN-19,As Submitted,2,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,NaN,SUSQUEHANNA,PA,18847,SUSQUEHANNA,21.0,7665.0,1425.0,4.0,1460.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2781.0,4.0,1460.0,33.0,0.022602739726027398,0.30476712328767125,POINT (-75.5924605 41.94659619999999)
4942,391316,01-JUL-18,30-JUN-19,As Submitted,2,SOLDIERS & SAILORS MEMORIAL HOSPT.,32-36 CENTRAL AVENUE,NaN,WELLSBORO,PA,16901,TIOGA,19.0,6935.0,4565.0,6.0,2190.0,1045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,6000.0,6.0,2190.0,1045.0,0.4771689497716895,0.6575342465753424,POINT (-77.300431 41.745076)
4960,392046,01-SEP-18,22-JUL-19,As Submitted,4,KINDRED HOSPITAL SOUTH PHILADELPHIA,1930 S. BROAD ST.,NaN,PHILADELPHIA,PA,19145,PHILADELPHIA,48.0,15600.0,4311.0,10.0,3250.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,18850.0,4940.0,10.0,3250.0,629.0,0.19353846153846155,0.2620689655172414,POINT (-75.1701829 39.9263341)
4962,392048,01-APR-19,29-MAY-19,As Submitted,4,LIFECARE HOSPITALS OF CHESTER COUNTY,400 EAST MARSHALL ST.,NaN,WEST CHESTER,PA,19380-,CHESTER COUNTY,39.0,14235.0,7821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14235.0,7821.0,0.0,0.0,0.0,0.0,0.5494204425711275,POINT (-75.6008372 39.9683492)
4976,393045,01-JUL-18,30-JUN-19,As Submitted,4,ENCOMPASS HEALTH REHABILITATION HOSP,351 CAMP MEETING RD,NaN,SEWICKLEY,PA,15143-8322,ALLEGHENY,44.0,16060.0,14957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,16060.0,14957.0,0.0,0.0,0.0,0.0,0.9313200498132005,POINT (-80.20127410000001 40.5768405)
4981,393055,01-JAN-18,31-DEC-18,As Submitted,5,ST. MARY REHABILITATION HOSPITAL,1200 LANGHORNE-NEWTOWN ROAD,NaN,LANGHORNE,PA,19047,BUCKS,50.0,18250.0,14788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18250.0,14788.0,0.0,0.0,0.0,0.0,0.8103013698630137,POINT (-74.932326 40.2005793)
4990,394004,01-JUL-18,30-JUN-19,As Submitted,10,DANVILLE STATE,50 KIRKBRIDE DRIVE,NaN,DANVILLE,PA,17821-9198,MONTOUR,161.0,58765.0,56569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,58765.0,56569.0,0.0,0.0,0.0,0.0,0.9626308176635753,POINT (-76.60106 40.9656755)
4996,394020,01-JUL-18,30-JUN-19,As Submitted,2,PHILHAVEN,283 SOUTH BUTLER ROAD,550,MT GRETNA,PA,17064-0550,LEBANON,103.0,37595.0,35244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,37595.0,35244.0,0.0,0.0,0.0,0.0,0.937465088442612,POINT (-76.46440610000001 40.2680773)
4998,394026,01-JUL-18,30-JUN-19,As Submitted,10,TORRANCE STATE,SR 1014,111,TORRANCE,PA,15779-0111,WESTMORELAND,197.0,71905.0,54829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,132130.0,89613.0,0.0,0.0,0.0,0.0,0.6782184212517974,POINT (-79.2226146 40.4184033)
5009,394051,01-JUL-18,30-JUN-19,As Submitted,2,PENNSYLVANIA PSYCHIATRIC INSTITUTE,2501 N. 3RD STREET,NaN,HARRISBURG,PA,17110,DAUPHIN,89.0,32485.0,25003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,32485.0,25003.0,0.0,0.0,0.0,0.0,0.7696783130675696,POINT (-76.84999999999999 40.3)
5015,400003,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL DR. PILA,2445 AVE. LAS AMERICAS,NaN,PONCE,PR,00731,PONCE,97.0,35405.0,24071.0,10.0,3650.0,2826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,39055.0,27354.0,10.0,3650.0,2826.0,0.7742465753424658,0.7003968762002304,POINT (-66.61 18.04)
5017,400005,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL SAN PABLO HUMACAO,FONT MARTELLO,639,HUMACAO,PR,00972,HUMACAO,58.0,21170.0,12843.0,6.0,2190.0,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,23360.0,14653.0,6.0,2190.0,1810.0,0.8264840182648402,0.6272688356164383,POINT (-65.8121 18.148)
5018,400006,01-JAN-18,31-DEC-18,As Submitted,4,DOCTORS CENTER HOSPITAL SAN JUAN I,1395 SAN RAFAEL ST. PDA. 20,11338,SAN JUAN,PR,00910,SAN JUAN,123.0,44895.0,25917.0,6.0,2190.0,1767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,47085.0,27762.0,6.0,2190.0,1767.0,0.8068493150684931,0.5896145269194011,POINT (-66.05710000000001 18.3744)
5019,400007,01-JAN-18,31-DEC-18,As Submitted,1,RYDER,ROAD 30,850,HUMACAO,PR,00792,HUMACAO,136.0,49640.0,6923.0,29.0,10585.0,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,60225.0,8901.0,29.0,10585.0,1978.0,0.18686820973075105,0.14779576587795765,POINT (-65.8121 18.148)
5023,400012,01-JUL-18,30-JUN-19,As Submitted,2,HOSPITAL I GONZALEZ MARTINEZ,CENTRO MEDICO,NaN,PO BOX 191811 SAN JUAN,PR,00919-1811,NaN,52.0,18980.0,8398.0,5.0,1825.0,1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,20805.0,9421.0,5.0,1825.0,1023.0,0.5605479452054795,0.45282384042297524,POINT (-66.054441 18.425457)
5024,400013,01-APR-18,31-MAR-19,Amended,2,HOSPITAL MENONITA DE CAYEY,CARR 14 KM 1.2,373130,BARRIO RINCON,PR,00737-3130,CAYEY,190.0,69350.0,44464.0,35.0,12775.0,7515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,82125.0,53957.0,35.0,12775.0,7515.0,0.5882583170254403,0.6570106544901065,POINT (-66.1538 18.1036)
5025,400014,01-JAN-18,31-DEC-18,As Submitted,1,HOSPITAL BELLA VISTA,349 KM 2.7,NaN,MAYAGUEZ,PR,00680,MAYAGUEZ,149.0,54385.0,21500.0,9.0,3285.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,57670.0,24605.0,9.0,3285.0,1952.0,0.5942161339421613,0.426651638633605,POINT (-67.14 18.21)
5026,400015,01-JUL-18,30-JUN-19,As Submitted,8,SAN JAN MUNICIPAL HOSPITAL,RIO PIEDRAS STATION,21405,SAN JUAN,PR,00928,NaN,144.0,52560.0,24474.0,30.0,10950.0,4676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,63510.0,31941.0,30.0,10950.0,4676.0,0.42703196347031963,0.5029286726499764,POINT (-66.04989999999999 18.3974)
5027,400016,01-OCT-17,30-SEP-18,As Submitted,2,AUXILIO MUTUO HOSPITAL,PONCE DE LEON,191227,SAN JUAN,PR,00919-1227,NaN,363.0,132495.0,92934.0,11.0,4015.0,3923.0,7.0,2555.0,2209.0,0.0,0.0,0.0,6.0,2190.0,1616.0,443.0,161695.0,111739.0,24.0,8760.0,7748.0,0.8844748858447489,0.6910479606666873,POINT (-66.05710000000001 18.3744)
5029,400019,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL PAVIA SANTURCE,ASIA STREET,NaN,SANTURCE,PR,00910,SANTURCE,173.0,63145.0,45871.0,21.0,7665.0,4781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,72635.0,53654.0,21.0,7665.0,4781.0,0.6237442922374429,0.738679699869209,POINT (-66.062 18.4528)
5030,400021,01-JAN-18,31-DEC-18,As Submitted,1,HOSPITAL DE LA CONCEPCION,CARR. #2 KM 173.4 BO CAIN ALTO,NaN,SAN GERMAN,PR,00683,SAN GERMAN,143.0,52195.0,31787.0,12.0,4380.0,3561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,60955.0,37623.0,12.0,4380.0,3561.0,0.813013698630137,0.6172258223279469,POINT (-67.05 18.08)
5034,400032,01-JAN-18,31-DEC-18,As Submitted,4,HOSPITAL HERMANOS MELENDEZ,CARR. #2 KM. 11.7,306,BAYAMON,PR,00960,NaN,232.0,84680.0,23871.0,21.0,7665.0,4256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,92345.0,28477.0,21.0,7665.0,4256.0,0.5552511415525114,0.3083761979533272,POINT (-66.13 18.42)
5035,400044,01-JAN-18,31-DEC-18,As Submitted,2,SAN LUCAS PONCE,917 AVE TITO CASTRO,336810,PONCE,PR,00733-6810,PUERTO RICO,265.0,96725.0,69946.0,50.0,18250.0,11904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,114975.0,84516.0,50.0,18250.0,11904.0,0.6522739726027397,0.7350815394651011,POINT (-66.6185 18.073)
5036,400048,01-APR-18,31-MAR-19,As Submitted,2,HOSPITAL MENONITA  GUAYAMA,AVE PEDRO ALBIZU CAMPOS,10011,GUAYAMA,PR,00785,NaN,110.0,40150.0,24990.0,6.0,2190.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,42340.0,27633.0,6.0,2190.0,1864.0,0.8511415525114155,0.6526452527161077,POINT (-67.15486850000001 18.0877736)
