hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,location,county_name,emergency_services,geocode_accuracy,geocode_flag,statecountyfips,cbsa_name,cbsa_code,phone_number,state,url,zip_code,provider_id_int,provider_id_raw,RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899_infped,extra_0899_adult,all_adult_icu_beds,coronary_beds_0900,extra_0999_infped,extra_0999_adult,burn_beds_1000,extra_1099_infped,extra_1099_adult,surg_icu_beds_1100,extra_1199_infped,extra_1199_adult,oth_spec_beds_1200,extra_1299_infped,extra_1299_adult,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899_infped,extra_days_0899_adult,all_adult_icu_bed_days,coronary_bed_days_0900,extra_days_0999_infped,extra_days_0999_adult,burn_bed_days_1000,extra_days_1099_infped,extra_days_1099_adult,oth_spec_bed_days_1100,extra_days_1199_infped,extra_days_1199_adult,oth_spec_bed_days_1200,extra_days_1299_infped,extra_days_1299_adult,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,all_adult_icu_utilization,subtotal_acute_utilization,interns_residents,payroll_employees
MARION REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,34.1258520,-87.9898060,1256 MILITARY STREET SOUTH,HAMILTON,,MARION,TRUE,,0,01093,,,(205) 921-6200,AL,https://data.medicare.gov/resource/xubh-q36u/row-ak6z-c9hr~7upb,35570,10044,10044,643754,2,10044,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,32,4,,,4,,,,,,,,,,,,,36,,,,79,,,,115,,3861,,,,0,,,,,,,,,,,,,3861,,,,25062,,,,437,,0.0000,29.0000,,191.9700
HORN MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,42.3393030,-95.4589100,701 E 2ND ST,IDA GROVE,,IDA,TRUE,,0,19093,,,(712) 364-3311,IA,https://data.medicare.gov/resource/xubh-q36u/row-ct62_kkw5_7j35,51445,161354,161354,649735,2,161354,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2052,,,,0,,,,,,,,,,,,,2052,,,,,,,,283,,,22.0000,,166.3000
STEVENS COUNTY HOSPITAL,Government - Local,Critical Access Hospitals,37.1708080,-101.3497550,1006 S JACKSON,HUGOTON,,STEVENS,TRUE,,0,20189,,,(620) 544-8511,KS,https://data.medicare.gov/resource/xubh-q36u/row-39kr.3u54-pmuw,67951,171335,171335,649737,11,171335,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,17,,,,0,,,,,,,,,,,,,17,,,,,,83,,100,,1206,,,,0,,,,,,,,,,,,,1206,,,,,,15211,,76,,,19.0000,,194.7600
WASHAKIE MEDICAL CENTER,Government - Local,Critical Access Hospitals,44.0135560,-107.9484090,400 SOUTH 15TH STREET,WORLAND,,WASHAKIE,TRUE,,0,56043,,,(307) 347-3221,WY,https://data.medicare.gov/resource/xubh-q36u/row-wgjq-rwdt.3x58,82401,531306,531306,649859,2,531306,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,18,,,,0,,,,,,,,,,,,,18,,,,,,,,18,,1892,,,,0,,,,,,,,,,,,,1958,,,,,,,,261,,,29.0000,,106.1500
SANFORD MEDICAL CENTER MAYVILLE,Voluntary non-profit - Private,Critical Access Hospitals,47.5006840,-97.3173680,42 6TH AVENUE SE,MAYVILLE,,TRAILL,TRUE,,0,38097,,,(701) 786-3800,ND,https://data.medicare.gov/resource/xubh-q36u/row-nc3d_d4k5_3c6s,58257,351309,351309,652094,2,351309,1,2019-05-20,2018-07-01,2018-12-31,2018,183,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,641,,,,0,,,,,,,,,,,,,641,,,,,,,,61,,,14.0000,,61.9700
PULASKI MEMORIAL HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,41.0573840,-86.5956410,616 E 13TH ST,WINAMAC,,PULASKI,TRUE,,0,18131,,,(574) 946-2100,IN,https://data.medicare.gov/resource/xubh-q36u/row-6mwe~ik57~dtx4,46996,151305,151305,653135,2,151305,5,2019-08-09,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,3232,,,,0,,,,,,,,,,,,,3379,,,,,,,,331,,,37.0000,,240.5200
HARRISON COUNTY COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,40.2652920,-94.0261450,2600 MILLER STREET,BETHANY,,HARRISON,TRUE,,0,29081,,,(660) 425-0284,MO,https://data.medicare.gov/resource/xubh-q36u/row-myhp~ktka_u8d3,64424,261312,261312,653250,11,261312,1,2019-08-20,2018-04-01,2019-03-31,2018,364,t,14,,,,0,,,,,,,,,,,,,14,,,,,,,,14,,2330,,,,0,,,,,,,,,,,,,2330,,,,,,,,193,,,45.0000,,199.2700
WINN PARISH MEDICAL CENTER,Proprietary,Acute Care Hospitals,31.9249790,-92.6451390,301 W BOUNDARY AVE,WINNFIELD,,WINN,TRUE,,0,22127,,,(318) 648-3000,LA,https://data.medicare.gov/resource/xubh-q36u/row-tecb_9uuz_3xte,71483,190090,190090,653892,4,190090,1,2019-09-09,2018-04-01,2019-03-31,2018,364,t,41,5,,,5,,,,,,,,,,,,,46,,,,,,,,46,,1853,569,,,569,,,,,,,,,,,,,2422,,,,,,,,,,31.0000,14.0000,,159.0900
"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",Proprietary,Acute Care Hospitals,31.1091810,-83.4263720,260 MJ TAYLOR ROAD,ADEL,,COOK,TRUE,,0,13075,,,(229) 896-8077,GA,https://data.medicare.gov/resource/xubh-q36u/row-9kgg_7cj7~n9m2,31620,110101,110101,660504,9,110101,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,33,,,,0,,,,,,,,,,,,,33,12,,,95,,,,140,,1069,,,,0,,,,,,,,,,,,,1069,3208,,,31825,,,,117,,,8.0000,,214.7400
BAUM HARMON MERCY HOSPITAL,Voluntary non-profit - Church,Critical Access Hospitals,43.0885970,-95.6227960,255 N WELCH AVENUE,PRIMGHAR,,OBRIEN,TRUE,,0,19141,,,(712) 957-2300,IA,https://data.medicare.gov/resource/xubh-q36u/row-jur3.m7q6_c9mz,51245,161300,161300,660546,1,161300,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,14,,,,0,,,,,,,,,,,,,14,,,,,,,,14,,360,,,,0,,,,,,,,,,,,,360,,,,,,,,59,,,7.0000,,83.9300
ADAIR COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,41.3031030,-94.4519270,609 SE KENT,GREENFIELD,,ADAIR,TRUE,,0,19001,,,(641) 743-2123,IA,https://data.medicare.gov/resource/xubh-q36u/row-3dt7_nstz~yhhy,50849,161310,161310,660956,9,161310,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,404,,,,0,,,,,,,,,,,,,404,,,,,,,,79,,,4.0000,,81.7200
HAWARDEN REGIONAL HEALTHCARE,Government - Local,Critical Access Hospitals,42.9980080,-96.4794270,1111 11TH STREET,HAWARDEN,,SIOUX,TRUE,,0,19167,,,(712) 551-3100,IA,https://data.medicare.gov/resource/xubh-q36u/row-i52u~xknc.njpg,51023,161311,161311,660957,13,161311,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,992,,,,0,,,,,,,,,,,,,992,,,,,,,,97,,,10.0000,,68.3900
GUTTENBERG MUNICIPAL HOSPITAL,Government - Local,Critical Access Hospitals,42.7855480,-91.0999540,200 MAIN STREET,GUTTENBERG,,CLAYTON,TRUE,,0,19043,,,(563) 252-1121,IA,https://data.medicare.gov/resource/xubh-q36u/row-9vtm.kuer.r3a9,52052,161312,161312,660958,12,161312,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,1156,,,,0,,,,,,,,,,,,,1156,,,,,,,,341,,,12.0000,,122.6800
VETERANS MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,43.2680920,-91.4744460,40 1ST STREET SE,WAUKON,,ALLAMAKEE,TRUE,,0,19005,,,(563) 568-3411,IA,https://data.medicare.gov/resource/xubh-q36u/row-kmrq-g36y.pe5i,52172,161318,161318,660959,13,161318,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2408,,,,0,,,,,,,,,,,,,2617,,,,,,,,458,,,28.0000,,162.3400
SMITH COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,39.7852490,-98.7727680,921 E. HIGHWAY 36,SMITH CENTER,,SMITH,TRUE,,0,20183,,,(785) 282-6845,KS,https://data.medicare.gov/resource/xubh-q36u/row-2xcp~xm86-a2da,66967,171377,171377,654020,9,171377,1,2019-08-29,2018-04-01,2019-03-31,2018,364,t,16,,,,0,,,,,,,,,,,,,16,,,,,,,,16,,1901,,,,0,,,,,,,,,,,,,1981,,,,,,,,79,,,34.0000,,117.7500
WINDOM AREA HEALTH,Government - Local,Critical Access Hospitals,43.8785870,-95.1136590,"2150 HOSPITAL DRIVE, PO BOX 339",WINDOM,,COTTONWOOD,TRUE,,0,27033,,,(507) 831-2400,MN,https://data.medicare.gov/resource/xubh-q36u/row-9bd7-ibcv.unjw,56101,241332,241332,654451,12,241332,1,2019-09-27,2018-05-01,2019-04-30,2018,364,t,18,,,,0,,,,,,,,,,,,,18,,,,,,,,18,,1186,,,,0,,,,,,,,,,,,,1385,,,,,,,,79,,,21.0000,,113.6000
CABINET PEAKS MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,48.3926210,-115.5462710,209 HEALTH PARK DR,LIBBY,,LINCOLN,TRUE,,0,30053,,,(406) 293-0100,MT,https://data.medicare.gov/resource/xubh-q36u/row-rev2~xaru.cjba,59923,271320,271320,654457,2,271320,1,2019-08-28,2018-04-01,2019-03-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2479,,,,0,,,,,,,,,,,,,2656,,,,,,,,781,,,29.0000,,200.7700
CHATUGE REGIONAL HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,34.9462820,-83.7543180,110 S MAIN STREET,HIAWASSEE,,TOWNS,TRUE,,0,13281,,,(706) 896-2222,GA,https://data.medicare.gov/resource/xubh-q36u/row-mh6r.8qji~7cpb,30546,111324,111324,654720,2,111324,1,2019-10-07,2018-05-01,2019-04-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,10,,,112,,,,147,,2978,,,,0,,,,,,,,,,,,,2978,1732,,,39672,,,,582,,,32.0000,,294.7900
STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,37.9683470,-90.0539680,"800 STE GENEVIEVE DRIVE, PO BOX 468",SAINTE GENEVIEVE,,STE. GENEVIEVE,TRUE,,0,29186,,,(573) 883-2751,MO,https://data.medicare.gov/resource/xubh-q36u/row-iyp8-esxx-7fb7,63670,261330,261330,654735,9,261330,1,2019-09-18,2018-05-01,2019-04-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,3813,,,,0,,,,,,,,,,,,,4207,,,,,,,,477,,,46.0000,,342.6300
HABERSHAM COUNTY MEDICAL CTR,Government - Hospital District or Authority,Acute Care Hospitals,34.4058790,-83.4859890,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,,HABERSHAM,TRUE,,0,13011,,,(706) 754-2161,GA,https://data.medicare.gov/resource/xubh-q36u/row-vwu4-xgbr~5v33,30535,110041,110041,660923,9,110041,1,2019-12-04,2018-07-01,2019-06-30,2018,364,t,49,4,,,4,,,,,,,,,,,,,53,,,,84,,,,137,,5040,766,,,766,,,,,,,,,,,,,6454,,,,27194,,,,1182,,52.0000,33.0000,,359.3100
PECOS COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,30.9064090,-102.8823510,387 WEST I 10,FORT STOCKTON,,PECOS,TRUE,,0,48371,,,(432) 336-2004,TX,https://data.medicare.gov/resource/xubh-q36u/row-d6ks_jvwm~jfzs,79735,451389,451389,655476,10,451389,5,2019-10-18,2018-01-01,2018-12-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,1840,,,,0,,,,,,,,,,,,,2073,,,,,,,6563,717,,,22.0000,,232.6600
DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,Voluntary non-profit - Private,Critical Access Hospitals,43.3248250,-98.3448240,708 8TH ST,ARMOUR,,DOUGLAS,TRUE,,0,46043,,,(605) 724-2159,SD,https://data.medicare.gov/resource/xubh-q36u/row-pg2t_pahj-3xcd,57313,431305,431305,656756,9,431305,1,2019-11-05,2018-06-01,2019-05-31,2018,364,t,11,,,,0,,,,,,,,,,,,,11,,,,,,,,11,,808,,,,0,,,,,,,,,,,,,808,,,,,,,,106,,,20.0000,,125.1200
LINDSAY MUNICIPAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,34.8391179,-97.6263761,1305 W CHEROKEE STREET - HIGHWAY 19 WEST,LINDSAY,,GARVIN,TRUE,ROOFTOP,1,40049,,,(405) 756-1404,OK,https://data.medicare.gov/resource/xubh-q36u/row-qvm4-iqce~99wn,73052,370214,370214,657437,8,370214,1,2019-10-31,2018-07-01,2019-06-30,2018,364,t,26,,,,0,,,,,,,,,,,,,26,,,,,,,,26,,6599,,,,0,,,,,,,,,,,,,6599,,,,,,,,39,,,69.0000,,116.9900
GENOA COMMUNITY HOSPITAL,Government - Local,Critical Access Hospitals,41.4438882,-97.7325043,"P O BOX 310, 706 EWING AVE",GENOA,,PLATTE,TRUE,ROOFTOP,1,31125,,,(402) 993-2283,NE,https://data.medicare.gov/resource/xubh-q36u/row-c2af.d7kh~u8nh,68640,281312,281312,657908,8,281312,1,2019-10-30,2018-07-01,2019-06-30,2018,364,t,19,,,,0,,,,,,,,,,,,,19,,,,,,39,,58,,576,,,,0,,,,,,,,,,,,,576,,,,,,11792,,55,,,8.0000,,78.1900
DONALSONVILLE HOSPITAL INC,Voluntary non-profit - Private,Acute Care Hospitals,31.0507070,-84.8801230,102 HOSPITAL CIR,DONALSONVILLE,,SEMINOLE,TRUE,,0,13253,,,(229) 524-5217,GA,https://data.medicare.gov/resource/xubh-q36u/row-nrim~ztp2.rnen,39845,110194,110194,659233,2,110194,1,2019-11-21,2018-07-01,2019-06-30,2018,364,t,45,,,,0,,,,,,,,,,,,,45,20,,,75,,,,140,,3776,,,,0,,,,,,,,,,,,,4212,5578,,,22114,,,,759,,,25.0000,,304.1700
FAYETTE MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,33.7077080,-87.8237060,1653 TEMPLE AVENUE NORTH,FAYETTE,,FAYETTE,TRUE,,0,01057,,,(205) 932-5966,AL,https://data.medicare.gov/resource/xubh-q36u/row-f7kw.zhbj_gfwf,35555,10045,10045,644692,13,10045,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,37,8,,,8,,,,,,,,,,,,,45,,,,122,,,,167,,4158,134,,,134,,,,,,,,,,,,,4292,,,,41768,,,,,,4.0000,26.0000,,382.6200
MILBANK AREA HOSPITAL/AVERA HEALTH,Voluntary non-profit - Private,Critical Access Hospitals,45.2219130,-96.6175485,301 FLYNN DRIVE,MILBANK,,GRANT,TRUE,ROOFTOP,1,46051,,,(605) 432-4538,SD,https://data.medicare.gov/resource/xubh-q36u/row-y6xc~czq6~y94b,57252,431326,431326,660034,1,431326,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,1388,,,,0,,,,,,,,,,,,,1483,,,,,,,,177,,,16.0000,,123.9900
COOPERSTOWN MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,47.4456240,-98.1185500,1200 ROBERTS AVE NE,COOPERSTOWN,,GRIGGS,TRUE,,0,38039,,,(701) 797-2221,ND,https://data.medicare.gov/resource/xubh-q36u/row-qi2g~gwic_kc3w,58425,351306,351306,660659,2,351306,1,2019-11-25,2018-07-01,2019-06-30,2018,364,t,18,,,,0,,,,,,,,,,,,,18,,,,,,,,18,,754,,,,0,,,,,,,,,,,,,754,,,,,,,,63,,,11.0000,,41.0900
UNITY MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,48.4114840,-97.4138290,164 W 13TH STREET,GRAFTON,,WALSH,TRUE,,0,38099,,,(701) 352-1620,ND,https://data.medicare.gov/resource/xubh-q36u/row-xvyg.2uq7_fcwn,58237,351320,351320,660660,2,351320,1,2019-12-03,2018-07-01,2019-06-30,2018,364,t,14,,,,0,,,,,,,,,,,,,14,,,,,,,,14,,1546,,,,0,,,,,,,,,,,,,1546,,,,,,,,188,,,30.0000,,94.2300
LIVINGSTON HEALTHCARE,Voluntary non-profit - Private,Critical Access Hospitals,45.6760430,-110.5254250,320 ALPENGLOW LANE,LIVINGSTON,,PARK,TRUE,,0,30067,,,(406) 222-3541,MT,https://data.medicare.gov/resource/xubh-q36u/row-ygth.6c69~3dyb,59047,271317,271317,659987,2,271317,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,21,4,,,4,,,,,,,,,,,,,25,,,,,,,,25,,3729,218,,,218,,,,,,,,,,,,,4196,,,,,,,,547,,14.0000,46.0000,,337.7900
ST MARKS MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,29.9353227,-96.8763382,ONE ST MARK'S PLACE,LA GRANGE,,FAYETTE,TRUE,ROOFTOP,1,48149,,,(979) 242-2200,TX,https://data.medicare.gov/resource/xubh-q36u/row-sffi-gqgq~nh45,78945,670004,670004,660902,2,670004,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,38,,,,0,,,,,,,,,,,,,38,,,,,,,,38,,3686,,,,0,,,,,,,,,,,,,3686,,,,,,,,625,,,26.0000,,149.6300
GROVE HILL MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,31.6942130,-87.7772310,295 JACKSON HWY S,GROVE HILL,,CLARKE,TRUE,,0,01025,,,(251) 275-3191,AL,https://data.medicare.gov/resource/xubh-q36u/row-qwpn-mu4j-e76s,36451,10091,10091,660905,12,10091,1,2019-12-04,2018-07-01,2019-06-30,2018,364,t,21,,,,0,,,,,,,,,,,,,21,9,,,,,,,30,3,2397,,,,0,,,,,,,,,,,,,2895,1905,,,,,,,666,,,37.0000,,144.3500
BIG SANDY MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,48.1790800,-110.1082170,166 MONTANA AVE E,BIG SANDY,,CHOUTEAU,TRUE,,0,30015,,,(406) 378-2188,MT,https://data.medicare.gov/resource/xubh-q36u/row-9nm3.ugyv-geii,59520,271311,271311,661032,2,271311,1,2019-12-09,2018-07-01,2019-06-30,2018,364,t,8,,,,0,,,,,,,,,,,,,8,,,,22,,,,30,,320,,,,0,,,,,,,,,,,,,320,,,,5212,,,,9,,,10.0000,,42.6200
WARD MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,31.5939700,-102.8845830,406 SOUTH GARY ST,MONAHANS,,WARD,TRUE,,0,48475,,,(432) 943-2511,TX,https://data.medicare.gov/resource/xubh-q36u/row-sujn~5cdz-gz6m,79756,451373,451373,648492,9,451373,1,2019-05-24,2018-01-01,2018-12-31,2018,364,t,21,,,,0,,,,,,,,,,,,,21,,,,,,,,21,,2086,,,,0,,,,,,,,,,,,,2086,,,,,,,,200,,,27.0000,,100.7700
REAGAN MEMORIAL HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,31.2016510,-101.4615870,1300 N MAIN AVENUE,BIG LAKE,,REAGAN,TRUE,,0,48383,,,(325) 844-2561,TX,https://data.medicare.gov/resource/xubh-q36u/row-3fmb~j2vv~wgtn,76932,451301,451301,651298,11,451301,2,2019-03-05,2017-10-01,2018-09-30,2018,364,t,7,,,,0,,,,,,,,,,,,,7,,,,,,,,7,,192,,,,0,,,,,,,,,,,,,192,,,,,,,,8,,,7.0000,,100.4100
AVERA TYLER HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,44.2722740,-96.1309430,240 WILLOW STREET,TYLER,,LINCOLN,TRUE,,0,27081,,,(507) 247-5521,MN,https://data.medicare.gov/resource/xubh-q36u/row-n4ct.diqe~2bh6,56178,241348,241348,661738,2,241348,1,2019-11-29,2018-07-01,2019-06-30,2018,364,t,21,,,,0,,,,,,,,,,,,,21,,,,30,,,,51,,589,,,,0,,,,,,,,,,,,,589,,,,9583,,,,82,,,7.0000,,61.8300
AVERA GREGORY HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,43.2319878,-99.4304377,400 PARK STREET  POST OFFICE BOX 408,GREGORY,,GREGORY,TRUE,ROOFTOP,1,46053,,,(605) 835-8394,SD,https://data.medicare.gov/resource/xubh-q36u/row-sxnm~ansc_ejzf,57533,431338,431338,662257,2,431338,1,2019-11-26,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,55,,,,80,,2277,,,,0,,,,,,,,,,,,,2277,,,,13267,,,,96,,,25.0000,,145.9500
STONE COUNTY MEDICAL CENTER,Voluntary non-profit - Private,Critical Access Hospitals,35.8555980,-92.0827270,2106 EAST MAIN STREET,MOUNTAIN VIEW,,STONE,TRUE,,0,05137,,,(870) 269-4361,AR,https://data.medicare.gov/resource/xubh-q36u/row-si2m~smq2~k85s,72560,41310,41310,654085,2,41310,5,2019-08-30,2017-10-01,2018-09-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2000,,,,0,,,,,,,,,,,,,2000,,,,,,,,1318,,,21.0000,,112.1000
PHILLIPS COUNTY HEALTH SYSTEMS,Government - Local,Critical Access Hospitals,39.7558850,-99.3135760,1150 STATE STREET,PHILLIPSBURG,,PHILLIPS,TRUE,,0,20147,,,(785) 543-5226,KS,https://data.medicare.gov/resource/xubh-q36u/row-e4xe_bqr9-weeq,67661,171353,171353,654090,9,171353,1,2019-09-03,2018-04-01,2019-03-31,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2555,,,,0,,,,,,,,,,,,,2555,,,,,,,,62,,,28.0000,,103.0700
RUSH COUNTY MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,38.5305970,-99.3165720,801 LOCUST ST,LA CROSSE,,RUSH,FALSE,,0,20165,,,(785) 222-2545,KS,https://data.medicare.gov/resource/xubh-q36u/row-kzd7-vdnf-jix7,67548,171342,171342,650577,9,171342,1,2019-06-04,2018-01-01,2018-12-31,2018,364,t,16,,,,0,,,,,,,,,,,,,16,,,,,,,,16,,7228,,,,0,,,,,,,,,,,,,7228,,,,,,,,105,,,124.0000,,64.2400
MOBRIDGE REGIONAL HOSPITAL - CAH,Voluntary non-profit - Private,Critical Access Hospitals,45.5461360,-100.4481520,1401 10TH AVE WEST,MOBRIDGE,,WALWORTH,TRUE,,0,46129,,,(605) 845-3692,SD,https://data.medicare.gov/resource/xubh-q36u/row-xyu8~7ke2-84ch,57601,431325,431325,642290,2,431325,1,2019-01-31,2017-10-01,2018-09-30,2018,364,t,21,4,,,4,,,,,,,,,,,,,25,,,,,,,,25,,2387,24,,,24,,,,,,,,,,,,,2525,,,,,,,,148,,1.0000,27.0000,,147.8600
WELCH COMMUNITY HOSPITAL,Government - State,Acute Care Hospitals,37.4388220,-81.5892950,454 MCDOWELL STREET,WELCH,,MC DOWELL,TRUE,,0,54047,,,(304) 436-8461,WV,https://data.medicare.gov/resource/xubh-q36u/row-y7rn~73h2.fggs,24801,510086,510086,661439,10,510086,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,42,7,,,7,,,,,,,,,,,,,49,,,,,59,,,108,,1609,684,,,684,,,,,,,,,,,,,2293,,,,,10410,,,791,,26.0000,12.0000,,210.0800
CUMBERLAND MEMORIAL HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,45.5309390,-92.0295920,1110 7TH AVENUE,CUMBERLAND,,BARRON,TRUE,,0,55005,,,(715) 822-7500,WI,https://data.medicare.gov/resource/xubh-q36u/row-r4fu_4cy5~ir4d,54829,521353,521353,661689,2,521353,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,2146,,,,0,,,,,,,,,,,,,2199,,,,,,,,203,,,24.0000,,163.8100
SOUTH BIG HORN COUNTY CRITICAL ACCESS HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,44.4344490,-108.0490070,388 US HIGHWAY 20 SOUTH,BASIN,,BIG HORN,TRUE,,0,56003,,,(307) 568-1500,WY,https://data.medicare.gov/resource/xubh-q36u/row-vp99_bama.8nds,82410,531301,531301,661691,2,531301,1,2019-11-29,2018-07-01,2019-06-30,2018,364,t,10,,,,0,,,,,,,,,,,,,10,,,,37,,,,47,,814,,,,0,,,,,,,,,,,,,814,,,,10324,,,,135,,,22.0000,,67.8200
SOUTH LINCOLN MEDICAL CENTER - CAH,Government - Hospital District or Authority,Critical Access Hospitals,41.7895800,-110.5406070,711 ONYX STREET,KEMMERER,,LINCOLN,TRUE,,0,56023,,,(307) 877-4401,WY,https://data.medicare.gov/resource/xubh-q36u/row-fvca.ncci~gnkk,83101,531315,531315,661692,11,531315,1,2019-11-22,2018-07-01,2019-06-30,2018,364,t,13,,,,0,,,,,,,,,,,,,13,,,,,24,,,37,,544,,,,0,,,,,,,,,,,,,583,,,,,8031,,,153,,,12.0000,,101.8600
RINGGOLD COUNTY HOSPITAL,Government - Local,Critical Access Hospitals,40.7183300,-94.2236130,504 NORTH CLEVELAND STREET,MOUNT AYR,,RINGGOLD,TRUE,,0,19159,,,(641) 464-3226,IA,https://data.medicare.gov/resource/xubh-q36u/row-wph7-7anh~da9v,50854,161373,161373,661898,9,161373,1,2019-12-04,2018-07-01,2019-06-30,2018,364,t,16,,,,0,,,,,,,,,,,,,16,,,,,,,,16,,1054,,,,0,,,,,,,,,,,,,1054,,,,,,,,267,,,18.0000,,133.4000
MCGEHEE HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,33.6182850,-91.3930660,900 SOUTH THIRD STREET,MCGEHEE,,DESHA,TRUE,,0,05041,,,(870) 222-5600,AR,https://data.medicare.gov/resource/xubh-q36u/row-nhnf~w2ph~7zeh,71654,41308,41308,662151,2,41308,1,2019-12-12,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,1573,,,,0,,,,,,,,,,,,,1573,,,,,,,,671,,,17.0000,,103.0100
INTEGRIS GROVE HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,36.5800860,-94.7572590,1001 EAST 18TH STREET,GROVE,,DELAWARE,TRUE,,0,40041,,,(918) 786-2243,OK,https://data.medicare.gov/resource/xubh-q36u/row-sxxq.2snt_q3gw,74344,370113,370113,660140,2,370113,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,52,6,,,6,,,,,,,,,,,,,58,,,,,,,,58,,4078,1475,,,1475,,,,,,,,,,,,,6136,,,,,,,,1190,,67.0000,29.0000,,176.9500
